game_id,panthers_where,result,panthers_score,opponent_score,panthers_shotsOnGoal,opponent_shotsOnGoal,season
2020020841,home,win,4,0,30,30,2020-2021
2020030141,home,loss,4,5,39,40,2020-2021
2020030142,home,loss,1,3,33,29,2020-2021
2020030143,away,win,6,5,47,31,2020-2021
2020030144,away,loss,2,6,41,26,2020-2021
2020030145,home,win,4,1,38,37,2020-2021
2020030146,away,loss,0,4,29,24,2020-2021
2021010003,home,win,5,4,36,30,2021-2022
2021010005,home,win,3,1,30,30,2021-2022
2021010027,away,win,4,3,28,38,2021-2022
2021010040,home,win,6,3,36,28,2021-2022
2021010071,away,win,3,2,28,30,2021-2022
2021010084,away,loss,2,6,23,26,2021-2022
2021010095,home,loss,2,4,47,29,2021-2022
2021020010,home,win,5,4,39,47,2021-2022
2021020025,home,win,5,1,29,30,2021-2022
2021020042,away,win,4,1,32,31,2021-2022
2021020055,home,win,4,1,38,31,2021-2022
2021020070,away,win,4,2,31,29,2021-2022
2021020085,home,win,5,3,41,21,2021-2022
2021020097,home,win,4,1,27,31,2021-2022
2021020111,away,win,3,2,33,30,2021-2022
2021020117,away,loss,2,3,35,33,2021-2022
2021020152,home,win,5,4,33,42,2021-2022
2021020166,home,win,5,2,32,32,2021-2022
2021020180,away,loss,3,4,45,18,2021-2022
2021020186,away,loss,3,7,38,31,2021-2022
2021020200,away,loss,2,3,38,31,2021-2022
2021020214,away,overtime loss,2,3,28,24,2021-2022
2021020233,home,win,6,1,36,28,2021-2022
2021020251,home,win,4,1,41,46,2021-2022
2021020265,home,win,5,4,37,39,2021-2022
2021020292,home,win,2,1,45,33,2021-2022
2021020309,away,loss,3,4,22,29,2021-2022
2021020318,home,loss,1,4,34,27,2021-2022
2021020338,home,win,5,4,51,27,2021-2022
2021020354,home,win,7,4,45,31,2021-2022
2021020370,home,win,4,3,51,25,2021-2022
2021020394,away,overtime loss,3,4,40,30,2021-2022
2021020416,away,win,3,1,23,23,2021-2022
2021020433,away,loss,2,3,31,26,2021-2022
2021020440,home,loss,2,8,35,38,2021-2022
2021020456,home,loss,1,4,42,31,2021-2022
2021020544,home,win,4,3,32,33,2021-2022
2021020552,home,win,9,3,37,42,2021-2022
2021020568,home,win,5,2,48,31,2021-2022
2021020589,home,win,6,2,45,49,2021-2022
2021020605,away,loss,5,6,42,36,2021-2022
2021020617,away,win,4,3,36,27,2021-2022
2021020638,home,win,5,2,26,44,2021-2022
2021020661,home,win,7,1,39,30,2021-2022
2021020669,home,win,9,2,51,30,2021-2022
2021020698,away,loss,1,5,29,31,2021-2022
2021020709,away,win,6,0,28,40,2021-2022
2021020718,away,win,2,1,34,28,2021-2022
2021020736,away,loss,3,5,31,29,2021-2022
2021020749,away,win,5,3,32,35,2021-2022
2021020760,home,win,4,1,32,25,2021-2022
2021020776,home,win,5,4,50,34,2021-2022
2021020793,away,win,8,4,40,36,2021-2022
2021020800,away,loss,2,5,36,35,2021-2022
2021020527,away,win,3,2,31,18,2021-2022
2021020476,away,win,6,2,36,26,2021-2022
2021020498,away,win,5,2,25,24,2021-2022
2021020511,home,loss,4,6,48,33,2021-2022
2021020816,home,loss,3,6,42,28,2021-2022
2021020831,home,loss,3,4,47,22,2021-2022
2021020865,home,win,3,0,48,18,2021-2022
2021020881,home,win,6,2,39,25,2021-2022
2021020899,away,win,6,1,31,30,2021-2022
2021020906,away,win,4,3,29,35,2021-2022
2021020920,home,win,6,3,37,37,2021-2022
2021020951,away,loss,2,3,32,37,2021-2022
2021020963,away,win,3,2,34,26,2021-2022
2021020975,away,loss,3,5,36,33,2021-2022
2021020981,away,win,3,0,42,17,2021-2022
2021021020,away,win,4,3,42,31,2021-2022
2021021036,away,win,4,3,49,22,2021-2022
2021021046,away,loss,2,5,36,25,2021-2022
2021021061,home,win,7,4,46,24,2021-2022
2021021076,home,win,4,0,44,37,2021-2022
2021021092,away,win,7,6,41,31,2021-2022
2021021100,away,win,5,3,40,29,2021-2022
2021021116,home,win,7,6,49,35,2021-2022
2021021138,home,win,4,3,43,22,2021-2022
2021021148,away,win,4,1,25,25,2021-2022
2021021167,home,win,3,2,55,24,2021-2022
2021021194,home,win,6,1,43,31,2021-2022
2021021210,away,win,6,1,39,34,2021-2022
2021021223,away,win,3,2,42,26,2021-2022
2021021235,home,win,5,2,27,30,2021-2022
2021021253,home,win,3,2,35,36,2021-2022
2021021260,home,loss,4,8,39,33,2021-2022
2021021272,away,loss,2,4,21,38,2021-2022
2021021291,away,win,4,0,30,27,2021-2022
2021021300,away,loss,2,10,39,37,2021-2022
2021030111,home,loss,2,4,32,38,2021-2022
2021030112,home,win,5,1,36,27,2021-2022
2021030113,away,loss,1,6,30,31,2021-2022
2021030114,away,win,3,2,32,16,2021-2022
2021030115,home,win,5,3,38,33,2021-2022
2021030116,away,win,4,3,31,37,2021-2022
2021030211,home,loss,1,4,34,36,2021-2022
2021030212,home,loss,1,2,36,28,2021-2022
2021030213,away,loss,1,5,35,36,2021-2022
2021030214,away,loss,0,2,49,26,2021-2022
